Bert_1,Bert_0
0.05797577276825905,0.9420242309570312
0.27446943521499634,0.7255306243896484
0.9710114598274231,0.028988562524318695
0.29848718643188477,0.70151287317276
0.9694399833679199,0.030560048297047615
0.34208807349205017,0.6579118967056274
0.09333242475986481,0.9066675901412964
0.9857083559036255,0.014291583560407162
0.1485503911972046,0.8514495491981506
0.8020813465118408,0.1979185938835144
0.2076997309923172,0.7923002243041992
0.9812202453613281,0.018779698759317398
0.4739595949649811,0.5260403752326965
0.7071062326431274,0.2928937077522278
0.9002644419670105,0.09973560273647308
0.7232672572135925,0.2767326831817627
0.9884926676750183,0.011507254093885422
0.4613885283470154,0.5386114120483398
0.1625860631465912,0.8374139070510864
0.9597298502922058,0.04027020186185837
0.18354599177837372,0.8164540529251099
0.7462750673294067,0.2537249028682709
0.980082094669342,0.01991790346801281
0.2698131799697876,0.7301868200302124
0.9364113807678223,0.06358867138624191
0.8584707379341125,0.14152921736240387
0.13142651319503784,0.8685734868049622
0.9771187901496887,0.022881191223859787
0.30719250440597534,0.6928074955940247
0.4185331463813782,0.5814668536186218
0.08348023146390915,0.9165197014808655
0.9821562170982361,0.01784374751150608
0.13092674314975739,0.8690732717514038
0.9880197644233704,0.011980239301919937
0.20279178023338318,0.7972082495689392
0.9602935910224915,0.03970647603273392
0.7309654951095581,0.2690344750881195
0.04872926324605942,0.9512707591056824
0.07482995092868805,0.9251700043678284
0.661841094493866,0.33815887570381165
0.9668475389480591,0.0331525020301342
0.9814597368240356,0.018540281802415848
0.4248039424419403,0.5751960873603821
0.9490984082221985,0.05090165510773659
0.09318594634532928,0.9068140983581543
0.9604969620704651,0.03950296342372894
0.11011302471160889,0.8898870348930359
0.45775628089904785,0.5422437191009521
0.9629336595535278,0.037066370248794556
0.13399860262870789,0.8660013675689697
0.586053192615509,0.41394686698913574
0.8831273913383484,0.11687261611223221
0.3625154197216034,0.6374845504760742
0.14554910361766815,0.8544509410858154
0.17252182960510254,0.8274781703948975
0.0873870700597763,0.9126128554344177
0.1146894171833992,0.8853105902671814
0.9773538112640381,0.022646216675639153
0.13898135721683502,0.8610186576843262
0.15420766174793243,0.845792293548584
0.6707062125205994,0.32929375767707825
0.7936667203903198,0.20633327960968018
0.6737255454063416,0.32627442479133606
0.6422243714332581,0.35777565836906433
0.9884085059165955,0.011591552756726742
0.9782675504684448,0.02173248864710331
0.05044901743531227,0.949550986289978
0.05126020312309265,0.948739767074585
0.8213875889778137,0.17861245572566986
0.20922952890396118,0.7907704710960388
0.08621450513601303,0.913785457611084
0.7294223308563232,0.27057766914367676
0.07961814105510712,0.9203819036483765
0.14462144672870636,0.8553785085678101
0.14826813340187073,0.8517318367958069
0.9800773859024048,0.01992262341082096
0.08988282829523087,0.9101171493530273
0.47663599252700806,0.5233640074729919
0.7430844306945801,0.2569155991077423
0.26179587841033936,0.7382041811943054
0.2723328173160553,0.7276672124862671
0.08854375779628754,0.911456286907196
0.038114555180072784,0.9618854522705078
0.15032723546028137,0.849672794342041
0.9715268611907959,0.028473176062107086
0.9784538745880127,0.021546076983213425
0.6302345395088196,0.36976543068885803
0.12832389771938324,0.8716760873794556
0.12763622403144836,0.8723637461662292
0.17324186861515045,0.8267581462860107
0.9563960433006287,0.04360397905111313
0.15471158921718597,0.8452883958816528
0.37298256158828735,0.6270174384117126
0.08010402321815491,0.9198960065841675
0.11508084088563919,0.8849191665649414
0.11514240503311157,0.8848576545715332
0.973344624042511,0.02665533870458603
0.7527883648872375,0.24721162021160126
0.9863032698631287,0.013696677051484585
0.3354986906051636,0.6645013689994812
0.42238420248031616,0.5776157975196838
0.29325464367866516,0.7067453861236572
0.973381757736206,0.02661818079650402
0.4215776324272156,0.5784223675727844
0.10272123664617538,0.8972787857055664
0.34360191226005554,0.6563981175422668
0.0795741081237793,0.9204258918762207
0.21539896726608276,0.7846010327339172
0.24953101575374603,0.7504689693450928
0.13463492691516876,0.8653650283813477
0.8763142824172974,0.12368566542863846
0.1899854689836502,0.810014545917511
0.8577027320861816,0.14229726791381836
0.9841684699058533,0.01583157293498516
0.3867305517196655,0.6132694482803345
0.07125496119260788,0.9287450313568115
0.7640535235404968,0.23594650626182556
0.21604061126708984,0.7839593887329102
0.9810247421264648,0.018975330516695976
0.9800077676773071,0.019992250949144363
0.9565995335578918,0.04340043663978577
0.8434538841247559,0.15654610097408295
0.9812934994697571,0.0187065452337265
0.8352291584014893,0.16477090120315552
0.8053287863731384,0.19467121362686157
0.9884189963340759,0.011581052094697952
0.5929772257804871,0.4070228040218353
0.0848027691245079,0.9151971936225891
0.1254206895828247,0.8745793104171753
0.2029494196176529,0.7970505356788635
0.8145596385002136,0.18544037640094757
0.14944572746753693,0.8505542874336243
0.36983007192611694,0.6301699280738831
0.04613412171602249,0.9538659453392029
0.9701763987541199,0.029823560267686844
0.9854286313056946,0.014571421779692173
0.10392393916845322,0.8960760831832886
0.10529805719852448,0.8947018980979919
0.8263813853263855,0.1736186295747757
0.05188919976353645,0.9481108784675598
0.8918954730033875,0.10810448974370956
0.16872942447662354,0.8312705755233765
0.03859276697039604,0.9614072442054749
0.9249011278152466,0.07509885728359222
0.8613516092300415,0.1386483907699585
0.9808037877082825,0.019196191802620888
0.7651053071022034,0.23489469289779663
0.8120639324188232,0.18793608248233795
0.17398028075695038,0.8260197639465332
0.8093526363372803,0.1906474381685257
0.2858760952949524,0.7141239047050476
0.3240858316421509,0.6759141683578491
0.9862433075904846,0.013756636530160904
0.30590489506721497,0.6940951347351074
0.4300924241542816,0.569907546043396
0.9812029004096985,0.018797028809785843
0.17772459983825684,0.8222754001617432
0.989004909992218,0.010995069518685341
0.06298114359378815,0.937018871307373
0.4152512550354004,0.5847487449645996
0.05256962776184082,0.9474303722381592
0.21791167557239532,0.7820882797241211
0.11627727001905441,0.883722722530365
0.9857996702194214,0.014200321398675442
0.11756595224142075,0.882434070110321
0.9826657772064209,0.017334215342998505
0.9860156774520874,0.01398434117436409
0.987872838973999,0.012127222493290901
0.9392296075820923,0.06077039614319801
0.9808953404426575,0.019104694947600365
0.03120247647166252,0.9687975645065308
0.18362876772880554,0.8163712620735168
0.14110936224460602,0.8588906526565552
0.9861112833023071,0.013888736255466938
0.5102415680885315,0.4897584021091461
0.1519521027803421,0.8480478525161743
0.13055498898029327,0.8694450259208679
0.05392379313707352,0.9460762143135071
0.06860242038965225,0.931397557258606
0.12933436036109924,0.8706656694412231
0.9798989295959473,0.020101021975278854
0.9628388285636902,0.03716115653514862
0.17301185429096222,0.826988160610199
