Albert_1,Albert_0
0.09736834466457367,0.9026316404342651
0.973977267742157,0.02602280117571354
0.2113688588142395,0.7886311411857605
0.9615830183029175,0.038416992872953415
0.1007419005036354,0.8992581367492676
0.12794505059719086,0.872054934501648
0.6790446639060974,0.3209553360939026
0.1004224345088005,0.8995776176452637
0.13720014691352844,0.862799882888794
0.9293846487998962,0.07061540335416794
0.5787003636360168,0.42129963636398315
0.5382809638977051,0.46171900629997253
0.5321153998374939,0.4678845703601837
0.08973843604326248,0.9102615118026733
0.11463307589292526,0.8853669166564941
0.6997691988945007,0.3002307415008545
0.2773519456386566,0.722648024559021
0.07619710266590118,0.92380291223526
0.3643791079521179,0.6356208920478821
0.15326762199401855,0.8467323780059814
0.9434192776679993,0.056580666452646255
0.10238303989171982,0.8976170420646667
0.1389617919921875,0.8610382080078125
0.570702850818634,0.4292971193790436
0.12746131420135498,0.872538685798645
0.08940977603197098,0.9105902910232544
0.08793654292821884,0.912063479423523
0.9708423614501953,0.029157591983675957
0.8393200635910034,0.1606799066066742
0.5240956544876099,0.47590431571006775
0.1440735161304474,0.855926513671875
0.11456325650215149,0.8854367136955261
0.10891741514205933,0.8910825848579407
0.23554804921150208,0.7644519805908203
0.8733099102973938,0.12669013440608978
0.9459042549133301,0.054095786064863205
0.07789159566164017,0.9221083521842957
0.40417125821113586,0.5958287715911865
0.0866159200668335,0.9133840799331665
0.08099997043609619,0.918999969959259
0.19891124963760376,0.8010887503623962
0.4845012426376343,0.5154987573623657
0.7896324396133423,0.21036753058433533
0.5578694939613342,0.4421304762363434
0.1816668063402176,0.8183331489562988
0.9689206480979919,0.03107934258878231
0.8474242091178894,0.1525757908821106
0.0858810618519783,0.9141189455986023
0.6726925373077393,0.32730746269226074
0.9680258631706238,0.03197420388460159
0.08189022541046143,0.9181097149848938
0.7820107340812683,0.2179892510175705
0.3408830761909485,0.6591169238090515
0.6504180431365967,0.3495819866657257
0.06965523213148117,0.9303447604179382
0.26208192110061646,0.7379180192947388
0.9735012650489807,0.026498720049858093
0.24566461145877838,0.7543354034423828
0.167255699634552,0.832744300365448
0.09660982340574265,0.903390109539032
0.4635525047779083,0.5364474654197693
0.11873231083154678,0.8812676668167114
0.07978823781013489,0.9202117323875427
0.11790146678686142,0.8820985555648804
0.2433176338672638,0.7566823959350586
0.9469882249832153,0.053011856973171234
0.0787937119603157,0.9212063550949097
0.5480754375457764,0.45192456245422363
0.4535500109195709,0.5464499592781067
0.877447247505188,0.12255280464887619
0.11671169102191925,0.8832882642745972
0.07348022609949112,0.9265197515487671
0.5093722343444824,0.4906277656555176
0.9589651226997375,0.041034869849681854
0.09627391397953033,0.9037261009216309
0.09030988067388535,0.9096900820732117
0.9730899930000305,0.026910018175840378
0.0885574221611023,0.9114426374435425
0.7191563844680786,0.280843585729599
0.32388240098953247,0.6761175394058228
0.8287267684936523,0.17127317190170288
0.32116466760635376,0.6788353323936462
0.12307651340961456,0.8769235014915466
0.14730647206306458,0.8526935577392578
0.842599093914032,0.15740090608596802
0.10153896361589432,0.8984610438346863
0.9507442712783813,0.04925568029284477
0.12388106435537338,0.8761189579963684
0.07635720819234848,0.9236428141593933
0.13336637616157532,0.8666336536407471
0.09606572985649109,0.9039342999458313
0.13967129588127136,0.860328733921051
0.9693391919136047,0.030660832300782204
0.07937731593847275,0.920622706413269
0.9633224606513977,0.036677516996860504
0.41602277755737305,0.5839772820472717
0.11242174357175827,0.8875783085823059
0.10229293256998062,0.8977071046829224
0.21864570677280426,0.7813543081283569
0.9085291624069214,0.09147077798843384
0.6050561666488647,0.3949437737464905
0.9202064275741577,0.07979355752468109
0.9329625964164734,0.06703744828701019
0.09788365662097931,0.9021164178848267
0.24059008061885834,0.7594099640846252
0.14284606277942657,0.8571538925170898
0.24268431961536407,0.7573156952857971
0.36796748638153076,0.6320325136184692
0.12508675456047058,0.8749132752418518
0.765425443649292,0.23457452654838562
0.09019452333450317,0.909805417060852
0.27999112010002136,0.7200088500976562
0.3260117173194885,0.6739882826805115
0.16020774841308594,0.8397921919822693
0.17129574716091156,0.8287041783332825
0.8416773676872253,0.15832266211509705
0.2950200140476227,0.7049800157546997
0.9739682078361511,0.02603176049888134
0.3052758276462555,0.6947241425514221
0.2556546926498413,0.7443453073501587
0.71426922082901,0.2857307195663452
0.13110291957855225,0.8688970804214478
0.1483360081911087,0.8516640067100525
0.659188985824585,0.3408110439777374
0.09065715968608856,0.909342885017395
0.14200283586978912,0.8579971194267273
0.08511319011449814,0.9148867726325989
0.46573328971862793,0.5342667102813721
0.0769130140542984,0.923086941242218
0.8595937490463257,0.1404062658548355
0.17928266525268555,0.8207173943519592
0.7030057907104492,0.2969941794872284
0.12828005850315094,0.8717199563980103
0.4172143042087555,0.5827857255935669
0.08064590394496918,0.9193541407585144
0.5061924457550049,0.49380752444267273
0.1344720870256424,0.865527868270874
0.06492971628904343,0.935070276260376
0.9737386107444763,0.026261433959007263
0.866732656955719,0.133267343044281
0.9741199612617493,0.025880008935928345
0.2435140460729599,0.7564859986305237
0.4098454713821411,0.5901545286178589
0.1791566014289856,0.8208434581756592
0.5198312997817993,0.4801687002182007
0.14984199404716492,0.8501580357551575
0.1913033276796341,0.8086966276168823
0.9738010168075562,0.026199061423540115
0.1267872154712677,0.8732128143310547
0.13577651977539062,0.8642235398292542
0.10140655189752579,0.8985934257507324
0.4532996416091919,0.5467002987861633
0.1024051308631897,0.8975949287414551
0.17337174713611603,0.8266282677650452
0.14484931528568268,0.8551507592201233
0.1285494714975357,0.8714505434036255
0.47658979892730713,0.5234102010726929
0.07086735963821411,0.9291326403617859
0.4418680965900421,0.5581319332122803
0.2070874273777008,0.7929125428199768
0.4631557762622833,0.5368441939353943
0.06985870003700256,0.9301413297653198
0.3027079701423645,0.6972920298576355
0.07420530170202255,0.9257946610450745
0.08073465526103973,0.9192653298377991
0.9678662419319153,0.0321338064968586
0.9600156545639038,0.03998434543609619
0.11693970859050751,0.8830602765083313
0.2920597493648529,0.7079402804374695
0.29184725880622864,0.708152711391449
0.9103609919548035,0.08963899314403534
0.09415986388921738,0.9058401584625244
0.3836657404899597,0.6163343191146851
0.12789666652679443,0.8721032738685608
0.9688454866409302,0.031154507771134377
0.968586802482605,0.03141319379210472
0.08411833643913269,0.9158816933631897
0.9535311460494995,0.04646889120340347
0.9564195871353149,0.04358043894171715
0.17431005835533142,0.825689971446991
0.06819228082895279,0.9318076968193054
0.21580447256565094,0.7841954827308655
0.11586406081914902,0.884135901927948
0.10325899720191956,0.8967410326004028
0.6435620784759521,0.35643789172172546
0.9741750955581665,0.02582494355738163
0.9223514795303345,0.07764849066734314
0.13881750404834747,0.861182451248169
0.11351055651903152,0.8864895105361938
0.9657642245292664,0.03423571214079857
0.6022714376449585,0.3977285921573639
0.23205657303333282,0.7679433822631836
0.7028617262840271,0.2971383035182953
0.4675750434398651,0.5324249863624573
0.07806693762540817,0.9219330549240112
0.1266370266675949,0.8733630180358887
0.07152281701564789,0.9284771084785461
0.13418050110340118,0.8658194541931152
0.9732163548469543,0.026783721521496773
0.10406486690044403,0.8959351181983948
0.12838228046894073,0.8716176748275757
0.776031494140625,0.2239684909582138
0.12475963681936264,0.8752403259277344
0.9085952043533325,0.09140484035015106
0.10848283022642136,0.8915172219276428
0.15525531768798828,0.8447446823120117
0.9730639457702637,0.026936084032058716
