gb1,gb0,lr1,lr0,svc1,svc0,bayes1,bayes0,tree1,tree0,cat1,cat0
0.17405181063245215,0.8259481893675479,0.9073521516794023,0.09264784832059772,0.0890124510105723,0.9109875489894276,0.22763431565638173,0.7723656843436185,0.06,0.94,0.4562376510250769,0.543762348974923
0.49745409796430906,0.5025459020356909,0.5191295251746042,0.4808704748253958,0.5167603044922119,0.4832396955077884,0.762166010948262,0.23783398905173808,0.47,0.53,0.5221088730164528,0.4778911269835472
0.5967354182768767,0.4032645817231233,0.21799243348896546,0.7820075665110345,0.7408659720386133,0.2591340279613866,0.8740765865917332,0.1259234134082669,0.58,0.42,0.5221088730164528,0.4778911269835472
0.20618975919100999,0.79381024080899,0.6642741705388969,0.3357258294611031,0.3575078072101537,0.6424921927898465,0.33090102954883865,0.6690989704511613,0.3,0.7,0.4562376510250769,0.543762348974923
0.5728231673329379,0.4271768326670621,0.3900049769517072,0.6099950230482928,0.6196511270504954,0.38034887294950465,0.8740765865917332,0.1259234134082669,0.59,0.41,0.5221088730164528,0.4778911269835472
0.7715146593746379,0.22848534062536208,0.2463032646716221,0.7536967353283779,0.7331075217324021,0.2668924782675979,0.8740765865917332,0.1259234134082669,0.71,0.29,0.5221088730164528,0.4778911269835472
0.21975247710791856,0.7802475228920814,0.7734224678973466,0.2265775321026534,0.22232883090239103,0.7776711690976088,0.5171907110413378,0.4828092889586622,0.16,0.84,0.4562376510250769,0.543762348974923
0.637351131954453,0.36264886804554697,0.1400217952010726,0.8599782047989274,0.874294857694583,0.12570514230541704,0.8651887447895705,0.13481125521042922,0.78,0.22,0.5221088730164528,0.4778911269835472
0.15415891761946726,0.8458410823805327,0.7569333668713516,0.2430666331286484,0.23694902242226237,0.7630509775777377,0.5171907110413378,0.4828092889586622,0.33,0.67,0.4562376510250769,0.543762348974923
0.3339857374811203,0.6660142625188796,0.6460276254622008,0.3539723745377991,0.3651265933180483,0.6348734066819517,0.2501009504251824,0.7498990495748179,0.37,0.63,0.5221088730164528,0.4778911269835472
0.18446079734865173,0.8155392026513483,0.7542312483438458,0.2457687516561542,0.25060870352819925,0.7493912964718009,0.05273217855704404,0.9472678214429557,0.21,0.79,0.4562376510250769,0.543762348974923
0.8046172605842804,0.1953827394157196,0.02961786617848361,0.9703821338215164,0.9734867083709204,0.02651329162907944,0.8651887447895705,0.13481125521042922,0.94,0.06,0.5221088730164528,0.4778911269835472
0.3563043806878721,0.6436956193121279,0.4135419339602312,0.5864580660397688,0.6207885144405206,0.37921148555947937,0.2501009504251824,0.7498990495748179,0.42,0.58,0.5221088730164528,0.4778911269835472
0.5101257811009424,0.4898742188990576,0.4410336578876659,0.5589663421123341,0.5761322877443006,0.4238677122556994,0.8740765865917332,0.1259234134082669,0.76,0.24,0.5221088730164528,0.4778911269835472
0.7222095229027407,0.27779047709725935,0.17143918122184654,0.8285608187781535,0.852410618928794,0.14758938107120614,0.8740765865917332,0.1259234134082669,0.86,0.14,0.5221088730164528,0.4778911269835472
0.60451283530424,0.39548716469575995,0.30827539065770826,0.6917246093422917,0.6928889253434323,0.3071110746565677,0.49152606494812473,0.5084739350518753,0.6,0.4,0.5221088730164528,0.4778911269835472
0.8133389601325458,0.1866610398674542,0.12852190875638236,0.8714780912436176,0.8656858849571087,0.13431411504289129,0.5111289433439565,0.48887105665604375,1.0,0.0,0.5221088730164528,0.4778911269835472
0.46810997038631363,0.5318900296136864,0.7322107919459739,0.2677892080540261,0.2301397708041415,0.7698602291958585,0.2650952222626684,0.7349047777373312,0.56,0.44,0.5221088730164528,0.4778911269835472
0.3173460977838077,0.6826539022161924,0.6095822597815006,0.3904177402184994,0.36342527619358955,0.6365747238064103,0.5367366970079144,0.4632633029920856,0.18,0.82,0.4562376510250769,0.543762348974923
0.5272594735189083,0.47274052648109166,0.44948166324096406,0.5505183367590359,0.5531584002891379,0.4468415997108621,0.8651887447895705,0.13481125521042922,0.54,0.46,0.5221088730164528,0.4778911269835472
0.08986882772554104,0.9101311722744589,0.8861095243068136,0.11389047569318644,0.10818039532452521,0.8918196046754749,0.08590827380077057,0.9140917261992291,0.45,0.55,0.4562376510250769,0.543762348974923
0.6898181154454882,0.3101818845545118,0.48166221137926335,0.5183377886207367,0.5343586204158353,0.4656413795841647,0.7889490612518665,0.21105093874813383,0.56,0.44,0.5221088730164528,0.4778911269835472
0.24069602029460027,0.7593039797053998,0.7337557488384128,0.2662442511615873,0.24627872674087992,0.7537212732591202,0.5367366970079144,0.4632633029920856,0.2,0.8,0.4562376510250769,0.543762348974923
0.29438566519368303,0.705614334806317,0.7288408700433237,0.27115912995667635,0.27934631068286303,0.720653689317137,0.5367366970079144,0.4632633029920856,0.34,0.66,0.4562376510250769,0.543762348974923
0.8060070110602001,0.19399298893979988,0.24277971944781462,0.7572202805521854,0.761362287782597,0.23863771221740274,0.8740765865917332,0.1259234134082669,0.84,0.16,0.5221088730164528,0.4778911269835472
0.6051895277184787,0.39481047228152133,0.3147169305481595,0.6852830694518405,0.7074140865821105,0.2925859134178896,0.705435871218562,0.294564128781438,0.57,0.43,0.5221088730164528,0.4778911269835472
0.23870847111788765,0.7612915288821124,0.7246312646996498,0.2753687353003502,0.2632472099426802,0.7367527900573196,0.8651887447895705,0.13481125521042922,0.31,0.69,0.4774299450488129,0.5225700549511871
0.8571960942321577,0.1428039057678423,0.014268283920899738,0.9857317160791003,0.9804866238280623,0.01951337617193755,0.762166010948262,0.23783398905173808,0.52,0.48,0.5221088730164528,0.4778911269835472
