Roberta_1,Roberta_0
0.1882377564907074,0.8117622137069702
0.9927212595939636,0.007278674282133579
0.22571991384029388,0.7742801308631897
0.9929659366607666,0.007034050766378641
0.07359766215085983,0.9264022707939148
0.22840842604637146,0.7715916037559509
0.9881155490875244,0.011884460225701332
0.0919780433177948,0.9080219268798828
0.28955093026161194,0.7104490995407104
0.9901018142700195,0.009898118674755096
0.9535840153694153,0.046415992081165314
0.37641215324401855,0.6235877871513367
0.7770470380783081,0.2229529321193695
0.19130052626132965,0.8086994886398315
0.10435636341571808,0.8956435918807983
0.33404508233070374,0.6659549474716187
0.3482769727706909,0.6517230272293091
0.07784932851791382,0.9221506714820862
0.9550542235374451,0.044945742934942245
0.07377514243125916,0.9262248277664185
0.9494556784629822,0.05054428055882454
0.09210804104804993,0.9078919887542725
0.3063045144081116,0.6936954259872437
0.4725823700428009,0.5274176597595215
0.0998396947979927,0.9001602530479431
0.09210658073425293,0.9078933596611023
0.06766150146722794,0.9323384761810303
0.8324474692344666,0.16755251586437225
0.9914894104003906,0.008510666899383068
0.3409554362297058,0.6590445637702942
0.07761183381080627,0.9223881363868713
0.29288792610168457,0.7071120142936707
0.10292954742908478,0.8970704674720764
0.5407405495643616,0.4592594504356384
0.9899139404296875,0.01008610613644123
0.9915809035301208,0.008419065736234188
0.10575756430625916,0.8942424654960632
0.8175600171089172,0.18243995308876038
0.045145489275455475,0.9548545479774475
0.07105153053998947,0.9289484620094299
0.2671430706977844,0.7328569293022156
0.5258234143257141,0.4741766154766083
0.9427220821380615,0.05727790296077728
0.5009453296661377,0.4990546405315399
0.6405888795852661,0.3594111204147339
0.9888709187507629,0.01112905889749527
0.991631805896759,0.008368154056370258
0.06544153392314911,0.9345584511756897
0.9904468059539795,0.009553170762956142
0.9921424388885498,0.007857605814933777
0.05331868678331375,0.9466812610626221
0.9109048247337341,0.08909521251916885
0.6947900056838989,0.30521002411842346
0.7894357442855835,0.21056430041790009
0.16952233016490936,0.8304776549339294
0.7526223659515381,0.24737758934497833
0.9907647371292114,0.00923518929630518
0.25408485531806946,0.7459151744842529
0.1337706744670868,0.8662292957305908
0.05704909935593605,0.9429509043693542
0.3427315652370453,0.6572684645652771
0.26830682158470154,0.7316932082176208
0.09033891558647156,0.9096611142158508
0.20886266231536865,0.7911373376846313
0.4284287393093109,0.5715712308883667
0.9901326894760132,0.009867268614470959
0.07999694347381592,0.9200030565261841
0.9861546158790588,0.013845321722328663
0.3978412449359894,0.602158784866333
0.9928969740867615,0.007103056646883488
0.17275473475456238,0.82724529504776
0.18115092813968658,0.8188490867614746
0.9524247646331787,0.04757523164153099
0.9928497076034546,0.007150252349674702
0.12768563628196716,0.8723143935203552
0.0940057709813118,0.9059942364692688
0.9895777702331543,0.010422302410006523
0.19848401844501495,0.8015159964561462
0.7653443217277527,0.23465563356876373
0.407787561416626,0.5922123789787292
0.9800224304199219,0.019977517426013947
0.5274257063865662,0.4725743234157562
0.41558125615119934,0.584418773651123
0.11896132677793503,0.8810386657714844
0.9883115887641907,0.011688453145325184
0.09156748652458191,0.9084325432777405
0.9917341470718384,0.008265869691967964
0.13455262780189514,0.8654473423957825
0.052139218896627426,0.947860836982727
0.1498730331659317,0.8501269221305847
0.2603064775466919,0.7396935224533081
0.12486310303211212,0.8751369118690491
0.9859248995780945,0.014075096696615219
0.07897605746984482,0.921023964881897
0.9879491329193115,0.012050813995301723
0.12640725076198578,0.873592734336853
0.27657073736190796,0.723429262638092
0.08984699100255966,0.9101529717445374
0.32021504640579224,0.6797850131988525
0.9364879727363586,0.06351201981306076
0.9805507659912109,0.01944918930530548
0.9903892874717712,0.009610695764422417
0.5865765810012817,0.4134233891963959
0.4124264121055603,0.5875735878944397
0.42548617720603943,0.5745137929916382
0.06423570215702057,0.9357643723487854
0.0623503252863884,0.937649667263031
0.45935195684432983,0.5406480431556702
0.4190560579299927,0.5809439420700073
0.9805636405944824,0.019436407834291458
0.0720483809709549,0.9279515743255615
0.3802221715450287,0.6197777986526489
0.257100909948349,0.7428990602493286
0.3199893832206726,0.6800106763839722
0.09257643669843674,0.9074235558509827
0.9841283559799194,0.015871601179242134
0.4919319748878479,0.5080679655075073
0.992968738079071,0.00703124376013875
0.3051244020462036,0.6948755979537964
0.17514681816101074,0.8248531222343445
0.9927547574043274,0.007245220243930817
0.1531185358762741,0.8468814492225647
0.34329578280448914,0.6567041873931885
0.6383596658706665,0.3616403043270111
0.06662411242723465,0.9333759546279907
0.28278297185897827,0.7172170281410217
0.11297577619552612,0.8870242834091187
0.6694662570953369,0.3305337429046631
0.0504813976585865,0.9495186805725098
0.9902357459068298,0.009764234535396099
0.554017186164856,0.44598278403282166
0.7837580442428589,0.2162419557571411
0.17947278916835785,0.820527195930481
0.9762685298919678,0.02373146079480648
0.08534907549619675,0.9146508574485779
0.5719010233879089,0.42809897661209106
0.13857991993427277,0.8614200949668884
0.08335471153259277,0.9166452884674072
0.9910081028938293,0.008991902694106102
0.9823917746543884,0.01760823279619217
0.9919942617416382,0.008005750365555286
0.5688483119010925,0.43115171790122986
0.893557608127594,0.10644233971834183
0.10169605165719986,0.8983039259910583
0.5940815806388855,0.4059184491634369
0.0716308206319809,0.9283691644668579
0.19949743151664734,0.8005025386810303
0.9919903874397278,0.008009575307369232
0.33948472142219543,0.6605152487754822
0.11162314563989639,0.8883768916130066
0.2787448465824127,0.7212551832199097
0.9411301016807556,0.058869849890470505
0.0925346314907074,0.9074653387069702
0.08279597014188766,0.9172040820121765
0.13463930785655975,0.8653607368469238
0.10767195373773575,0.8923280239105225
0.7185741662979126,0.2814258635044098
0.10157882422208786,0.8984211683273315
0.8201960921287537,0.17980390787124634
0.05464721843600273,0.9453527927398682
0.6644471883773804,0.33555281162261963
0.14160795509815216,0.858392059803009
0.40346255898475647,0.5965374112129211
0.05700880289077759,0.9429911375045776
0.09223116189241409,0.9077687859535217
0.9921280145645142,0.007871975190937519
0.9715762734413147,0.028423717245459557
0.06734266132116318,0.9326573014259338
0.14836882054805756,0.8516311645507812
0.1398635059595108,0.8601365089416504
0.9917234778404236,0.008276527747511864
0.07874644547700882,0.9212535619735718
0.19708138704299927,0.8029186129570007
0.04765875265002251,0.9523411989212036
0.9818395972251892,0.018160318955779076
0.9528948664665222,0.04710518196225166
0.06883656978607178,0.9311633706092834
0.992944061756134,0.007055872585624456
0.9928642511367798,0.007135680411010981
0.4472234547138214,0.5527765154838562
0.1171824112534523,0.8828176259994507
0.17645886540412903,0.8235411047935486
0.12405393272638321,0.8759461045265198
0.057838860899209976,0.9421611428260803
0.7639378309249878,0.2360621690750122
0.9900628924369812,0.00993709359318018
0.9930828809738159,0.006917091086506844
0.07945217937231064,0.9205478429794312
0.09482543915510178,0.9051746129989624
0.955522358417511,0.04447769373655319
0.9923203587532043,0.007679615635424852
0.9050999283790588,0.09490013867616653
0.9655846357345581,0.034415435045957565
0.3335600793361664,0.666439950466156
0.10939832031726837,0.890601634979248
0.10975053161382675,0.890249490737915
0.12726520001888275,0.872734785079956
0.12001745402812958,0.879982590675354
0.9926619529724121,0.00733809033408761
0.06124935299158096,0.9387506246566772
0.07393947243690491,0.9260604977607727
0.8557157516479492,0.14428424835205078
